sku,qty
PURTeppstar300x200,6
PURTeppstar350x250,0
PURTeppstar400x300,0
PURTeppstar200x80,7
PURTeppstar300x80,10
PURTeppstar250x250Q,2
CHOLTeppstar60x40,0
CHOLTeppstar90x60,0
CHOLTeppstar140x70,2
CHOLTeppstar160x90,1
CHOLTeppstar200x140,2
CHOLTeppstar240x170,0
CHOLTeppstar250x200,2
CHOLTeppstar300x200,4
CHOLTeppstar350x250,0
CHOLTeppstar200x80,0
CHOLTeppstar300x80,3
CHODTeppstar60x40,0
CHODTeppstar90x60,6
CHODTeppstar140x70,3
CHODTeppstar160x90,5
CHODTeppstar200x140,0
CHODTeppstar240x170,0
CHODTeppstar300x200,1
CHODTeppstar350x250,0
CHODTeppstar200x80,0
CHODTeppstar300x80,2
RDCroco90x60,4
RDCroco120x80,6
RDCroco150x100,3
RDCroco200x140,0
RDCroco240x170,1
RDCroco250x200,2
RDCroco300x200,2
RDCroco300x250,1
RDCroco350x250,2
RDCroco400x300,1
RDCroco300x80,1
BGCroco90x60,0
BGCroco120x80,3
BGCroco150x100,4
BGCroco200x140,1
BGCroco240x170,1
BGCroco250x200,1
BGCroco300x200,1
BGCroco300x250,0
BGCroco350x250,2
BGCroco400x300,2
BGCroco300x80,1
RDAsteria90x60,8
RDAsteria140x70,9
RDAsteria200x140,14
RDAsteria240x170,13
RDAsteria250x200,3
RDAsteria300x200,8
RDAsteria300x250,0
RDAsteria350x250,0
RDAsteria200x80,6
RDAsteria300x80,8
GDAsteria90x60,23
GDAsteria140x70,1
GDAsteria200x140,11
GDAsteria240x170,11
GDAsteria250x200,8
GDAsteria300x200,5
GDAsteria300x250,1
GDAsteria350x250,5
GDAsteria200x80,20
GDAsteria300x80,18
BRAsteria90x60,2
BRAsteria140x70,5
BRAsteria200x140,12
BRAsteria240x170,3
BRAsteria250x200,0
BRAsteria300x200,6
BRAsteria300x250,6
BRAsteria350x250,8
BRAsteria200x80,8
BRAsteria300x80,3
BGAsteria90x60,13
BGAsteria140x70,11
BGAsteria200x140,6
BGAsteria240x170,10
BGAsteria250x200,15
BGAsteria300x200,8
BGAsteria300x250,6
BGAsteria350x250,7
BGAsteria200x80,6
BGAsteria300x80,10
BLAsteria90x60,12
BLAsteria140x70,15
BLAsteria200x140,14
BLAsteria240x170,11
BLAsteria250x200,17
BLAsteria300x200,11
BLAsteria300x250,3
BLAsteria350x250,10
BLAsteria200x80,7
BLAsteria300x80,14
BLAsteria400x80,4
GREYAsteria90x60,17
GREYAsteria140x70,20
GREYAsteria200x140,9
GREYAsteria240x170,15
GREYAsteria250x200,12
GREYAsteria300x200,17
GREYAsteria300x250,4
GREYAsteria350x250,3
GREYAsteria200x80,6
GREYAsteria300x80,10
RDFenth90x60,6
RDFenth140x70,12
RDFenth200x140,0
RDFenth240x170,0
RDFenth250x200,1
RDFenth300x200,5
RDFenth300x250,1
RDFenth350x250,1
RDFenth200x80,0
RDFenth240x80,0
RDFenth300x80,0
RDFenth200x200R,2
RDFenth240x170O,2
ORFenth90x60,10
ORFenth140x70,8
ORFenth200x140,5
ORFenth240x170,1
ORFenth250x200,4
ORFenth300x200,5
ORFenth300x250,3
ORFenth350x250,5
ORFenth400x300,4
ORFenth200x80,6
ORFenth240x80,6
ORFenth300x80,8
ORFenth350x80,2
ORFenth200x200Q,1
ORFenth200x200R,2
ORFenth240x170O,1
GDFenth90x60,10
GDFenth140x70,10
GDFenth160x90,0
GDFenth200x140,4
GDFenth240x170,6
GDFenth250x200,3
GDFenth300x200,7
GDFenth300x250,0
GDFenth350x250,0
GDFenth200x80,4
GDFenth240x80,0
GDFenth300x80,14
GDFenth200x200R,2
GDFenth240x170O,2
GRFenth60x40,13
GRFenth90x60,13
GRFenth140x70,6
GRFenth200x140,5
GRFenth240x170,10
GRFenth250x200,2
GRFenth300x200,1
GRFenth300x250,0
GRFenth350x250,3
GRFenth400x300,2
GRFenth200x80,4
GRFenth240x80,3
GRFenth300x80,13
GRFenth350x80,1
GRFenth400x80,4
GRFenth200x200Q,1
GRFenth200x200R,2
GRFenth240x170O,0
BGFenth90x60,7
BGFenth140x70,6
BGFenth200x140,9
BGFenth240x170,0
BGFenth250x200,4
BGFenth300x200,6
BGFenth300x250,0
BGFenth350x250,0
BGFenth400x300,0
BGFenth200x80,5
BGFenth300x80,9
BGFenth350x80,1
BGFenth400x80,7
BGFenth200x200Q,2
BGFenth240x170O,2
